age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
25,4,215384,1,7,4,8,1,4,1,0,0,40,39,0
50,4,146325,11,9,2,3,0,4,1,0,0,44,39,1
32,4,226267,4,3,3,3,2,4,1,0,0,40,8,0
57,7,290661,10,16,0,10,1,4,1,0,0,60,39,1
32,7,111567,11,9,2,3,0,4,1,0,0,49,39,1
46,4,102542,5,4,4,8,3,4,1,0,0,52,39,0
30,4,114691,9,13,4,1,2,4,1,0,0,40,39,0
61,0,190997,11,9,2,0,0,4,1,0,0,6,39,0
63,1,217994,15,10,0,4,4,4,0,0,0,40,39,0
27,4,279608,4,3,2,5,0,4,1,0,0,40,26,0
58,7,223400,9,13,2,10,5,4,0,0,0,20,39,1
51,5,129525,11,9,4,12,2,4,1,0,0,40,0,0
24,2,84257,9,13,4,10,1,4,1,0,0,50,39,0
29,6,184710,11,9,2,3,0,4,1,0,0,40,39,0
47,6,171968,9,13,6,4,4,1,0,0,0,60,37,0
54,2,365049,15,10,4,10,1,4,0,0,0,40,26,0
21,4,189888,11,9,4,6,1,4,1,3325,0,60,39,0
40,7,199381,12,14,2,10,5,4,0,15024,0,37,39,1
37,4,240810,7,12,2,3,0,4,1,0,0,45,39,0
39,7,24721,15,10,0,1,4,4,0,0,0,35,39,0
33,4,388741,15,10,4,1,4,3,0,0,0,38,39,0
39,4,129495,15,10,5,1,4,2,0,0,0,40,39,0
35,7,349066,11,9,0,7,3,4,1,0,0,40,39,0
36,4,129591,11,9,4,8,1,4,1,0,0,40,39,0
47,4,232628,11,9,2,3,0,2,1,0,0,40,39,0
51,4,24185,9,13,2,3,0,4,1,0,0,40,39,1
27,4,123984,7,12,4,8,1,1,0,0,0,35,30,0
25,4,397962,11,9,4,1,2,2,0,0,0,40,39,0
29,4,34292,11,9,4,8,3,4,1,0,0,38,39,0
21,4,129699,11,9,4,1,1,4,1,0,0,40,39,0
21,7,341410,15,10,4,1,1,4,0,0,0,15,39,0
65,2,221026,11,9,2,14,0,4,1,0,0,20,39,0
35,4,33975,7,12,2,3,0,4,1,0,0,40,39,0
50,4,167886,15,10,2,12,0,4,1,0,0,40,39,1
41,4,428499,1,7,2,3,0,4,1,0,1485,50,39,1
29,4,253856,9,13,2,14,0,4,1,0,0,20,39,0
32,4,134737,9,13,2,10,0,4,1,99999,0,50,39,1
41,2,235951,14,15,2,10,0,4,1,0,0,50,39,1
48,7,120131,11,9,0,3,3,4,1,8614,0,40,39,1
28,4,188236,15,10,4,1,1,4,0,0,0,40,39,0
26,4,156805,15,10,2,7,0,2,1,0,0,40,39,0
52,4,284329,15,10,2,3,0,4,1,0,0,45,39,1
37,2,186035,15,10,2,13,0,4,1,0,0,45,39,1
33,4,209768,9,13,2,10,0,4,1,0,0,40,39,1
46,4,273771,9,13,2,12,0,4,1,99999,0,40,39,1
51,4,163921,9,13,2,14,0,4,1,0,0,56,39,1
51,0,165637,12,14,2,0,0,4,1,0,0,40,39,0
34,4,188900,9,13,2,4,5,4,0,0,0,40,39,0
28,6,119793,11,9,4,8,1,4,1,0,0,40,39,0
68,4,191581,12,14,4,10,1,4,0,3273,0,40,39,0
49,4,110015,8,11,2,3,0,4,1,0,0,45,12,0
32,2,203849,15,10,2,14,0,4,1,0,0,40,39,0
49,2,31339,11,9,2,3,0,4,1,0,0,40,39,0
31,4,289731,15,10,2,3,0,4,1,0,0,40,39,0
57,4,121362,15,10,6,1,4,4,0,0,2258,38,39,1
33,4,207301,7,12,0,4,3,4,0,0,0,40,39,0
20,4,157541,15,10,4,8,3,4,1,0,0,27,39,0
52,5,210736,9,13,2,12,0,4,1,0,0,60,39,0
36,4,218490,9,13,2,10,0,4,1,0,0,45,11,1
19,0,541282,15,10,4,0,3,4,1,0,0,40,39,0
31,4,185480,11,9,2,1,5,4,0,0,0,40,0,1
64,4,22186,15,10,6,13,1,4,0,0,0,35,39,0
66,4,29431,11,9,2,12,0,4,1,0,0,50,39,0
42,4,165916,9,13,0,1,4,4,0,0,0,45,39,0
22,0,182387,15,10,4,0,1,1,0,0,0,12,37,0
28,4,139903,9,13,4,7,4,2,0,0,0,40,39,0
52,4,208137,8,11,2,1,0,4,1,0,0,40,39,0
30,6,404062,11,9,2,10,0,4,1,0,1977,15,39,1
20,4,286391,15,10,4,1,3,4,0,2176,0,20,39,0
44,4,279183,15,10,2,8,3,4,0,0,0,40,39,1
42,1,170230,12,14,4,4,1,4,0,14084,0,60,39,1
22,0,110622,9,13,4,0,3,1,0,0,0,15,36,0
36,4,321733,9,13,0,4,1,4,1,0,1741,40,39,0
34,4,111746,11,9,5,3,1,4,1,0,0,45,32,0
33,4,98995,0,6,0,6,1,4,0,0,0,36,39,0
45,5,311231,14,15,2,10,0,4,1,0,1485,50,39,1
52,4,164135,11,9,2,4,0,4,1,0,0,50,39,1
22,4,110371,11,9,2,8,3,4,1,0,0,50,39,0
33,4,220362,8,11,2,14,0,4,1,0,0,84,39,1
25,6,210278,9,13,4,10,3,4,1,0,0,30,39,0
21,0,262062,15,10,4,0,3,4,0,0,0,40,39,0
22,6,269474,11,9,4,5,3,4,1,0,0,40,39,0
54,4,76344,9,13,4,8,1,4,0,0,0,50,39,0
38,4,497788,11,9,2,3,0,4,1,0,0,50,39,0
52,1,22428,9,13,2,11,0,4,1,0,0,60,39,1
58,4,301867,11,9,2,5,0,4,1,0,0,40,39,0
20,4,195411,11,9,4,12,3,2,0,0,0,20,39,0
38,4,215419,11,9,2,1,5,4,0,0,0,36,39,1
20,4,32426,15,10,4,12,1,4,1,0,0,25,39,0
75,7,113868,10,16,2,10,0,2,1,0,0,20,39,1
50,4,206862,12,14,2,4,0,4,1,0,0,65,39,1
65,2,146454,12,14,2,10,0,4,1,0,1648,4,12,0
31,4,204752,9,13,4,4,1,4,1,0,0,50,39,0
36,4,173804,15,10,4,12,1,4,0,0,0,35,39,0
66,6,212456,11,9,6,3,1,4,1,0,0,20,39,0
51,4,128143,15,10,2,3,0,4,1,0,0,40,39,1
51,4,33304,11,9,2,3,0,4,1,0,0,40,39,0
24,4,170070,7,12,0,8,3,4,0,0,0,30,39,0
35,4,188972,11,9,6,4,4,4,0,0,0,30,39,0
24,4,196269,1,7,2,6,0,3,1,0,0,40,39,0
57,6,27385,9,13,2,12,0,4,1,0,0,10,39,0
64,6,177825,11,9,4,8,1,4,1,1055,0,40,39,0
67,0,163726,4,3,2,0,0,4,1,0,0,49,39,0
48,5,287647,10,16,2,10,0,4,1,7688,0,55,39,1
41,4,63596,15,10,2,10,5,4,0,0,0,32,39,1
48,4,332465,9,13,2,10,0,4,1,0,0,35,39,0
30,4,112263,1,7,0,6,3,4,1,0,0,40,39,0
56,6,53366,1,7,2,3,0,4,1,0,0,20,39,0
27,4,244566,0,6,2,6,0,4,1,0,0,40,39,0
49,4,160167,8,11,2,1,0,4,1,0,0,40,39,0
41,4,29591,11,9,0,12,1,4,1,0,0,30,39,0
40,4,115932,9,13,2,10,0,4,1,0,0,60,21,1
24,4,196678,13,1,4,7,3,4,0,0,0,30,39,0
39,4,49020,9,13,2,12,0,4,1,3103,0,48,39,1
29,7,106972,12,14,4,10,1,4,0,0,0,35,39,0
36,4,174938,9,13,0,13,4,4,1,0,0,20,39,0
31,7,93589,11,9,0,11,3,3,1,0,0,40,39,0
53,4,479621,8,11,0,13,1,2,1,0,0,40,39,0
42,4,390781,9,13,2,1,5,2,0,0,0,40,39,0
29,5,31778,11,9,5,10,2,4,1,0,0,25,39,0
44,4,104196,12,14,2,4,0,4,1,0,0,45,39,1
54,0,31588,11,9,2,0,0,4,1,2635,0,40,39,0
54,4,68985,12,14,2,12,0,4,1,0,0,55,39,1
37,4,329980,15,10,2,3,0,4,1,0,0,40,39,0
31,4,243773,6,5,4,8,4,4,0,0,0,20,39,0
41,7,129865,11,9,0,3,4,4,1,0,0,40,39,0
21,4,200089,3,2,2,8,2,4,1,0,0,40,9,0
38,4,276559,11,9,2,4,0,4,1,7688,0,70,39,1
63,6,231105,15,10,2,7,0,4,1,0,0,35,39,1
23,2,115244,9,13,4,10,3,4,0,0,0,60,39,0
36,0,139770,15,10,0,0,3,4,0,0,0,32,39,0
27,6,141795,15,10,2,4,0,4,1,0,0,30,39,0
34,4,152453,2,8,2,3,0,4,1,0,0,40,13,0
30,4,280069,15,10,4,12,1,4,0,0,0,48,39,0
39,4,382802,0,6,6,7,1,2,1,0,1590,40,39,0
22,4,267174,11,9,4,6,3,2,1,0,0,40,39,0
29,4,261725,9,13,4,1,1,4,0,0,0,35,39,0
21,4,275190,15,10,4,12,3,4,0,0,0,20,39,0
46,4,78529,9,13,2,13,0,4,1,0,0,60,39,1
33,4,106976,11,9,0,8,4,4,0,0,0,40,39,0
31,4,381153,0,6,2,13,0,4,1,0,0,40,39,1
19,5,170125,11,9,4,12,3,4,1,0,0,40,39,0
32,5,161153,11,9,2,5,0,4,1,0,1902,55,39,1
21,0,80680,11,9,4,0,1,4,0,0,0,40,39,0
54,4,235693,1,7,0,1,1,4,1,0,0,40,39,1
79,5,309272,11,9,2,4,0,4,1,0,0,40,39,1
23,4,175837,1,7,4,5,2,4,0,0,0,40,33,0
17,4,98675,6,5,4,8,4,4,0,0,0,20,39,0
81,4,364099,15,10,0,1,1,4,0,0,0,20,39,0
21,4,117210,15,10,4,12,3,4,1,0,0,45,39,0
33,4,36539,9,13,2,4,5,4,0,0,0,40,39,1
45,4,49298,9,13,4,13,3,4,1,0,0,40,39,0
67,6,152102,11,9,6,5,1,4,1,0,0,65,39,0
18,4,152044,0,6,4,8,3,4,0,0,0,3,39,0
51,5,189183,9,13,2,4,0,4,1,0,0,40,39,0
53,4,108083,5,4,2,5,0,4,1,0,0,45,39,0
43,4,177937,9,13,4,10,1,4,1,0,0,40,0,1
32,4,50178,15,10,4,12,3,4,1,0,0,35,39,0
40,2,24763,15,10,0,14,4,4,1,6849,0,40,39,0
35,6,168475,15,10,2,3,0,4,1,0,0,60,39,1
21,4,88926,15,10,4,10,3,4,1,0,0,10,39,0
42,4,202466,7,12,0,10,4,4,0,0,0,45,39,0
30,4,147430,11,9,3,1,1,4,0,0,0,40,39,0
20,1,225515,15,10,4,13,3,4,0,0,0,24,39,0
37,4,174150,12,14,2,4,0,4,1,0,0,40,39,1
23,4,184400,0,6,4,14,3,1,1,0,0,30,0,0
19,4,389143,15,10,4,12,3,4,1,0,0,40,39,0
25,4,60726,11,9,2,14,0,2,1,0,0,30,39,0
44,2,188808,8,11,2,3,0,4,1,0,0,40,39,1
30,4,255279,11,9,0,1,4,4,0,0,0,20,39,0
53,4,177647,9,13,0,4,4,4,1,0,0,40,39,0
21,4,228255,15,10,4,8,3,4,1,0,0,30,39,0
31,4,209448,0,6,2,5,0,4,1,2105,0,40,26,0
51,4,153870,15,10,2,14,0,4,1,0,2603,40,39,0
31,4,225053,11,9,0,14,1,4,1,0,0,45,39,0
27,4,234664,15,10,2,10,0,4,1,0,0,40,39,1
41,4,170331,9,13,2,10,0,4,1,0,0,60,39,0
44,7,150755,9,13,2,1,0,4,1,5013,0,40,39,0
47,4,123207,11,9,2,1,5,4,0,0,0,20,39,1
52,0,244214,11,9,2,0,0,4,1,0,0,35,39,0
44,4,187629,7,12,4,3,1,4,1,0,0,25,39,0
43,4,355728,11,9,0,7,3,4,1,0,0,40,39,0
54,4,145098,15,10,2,12,0,4,1,0,0,40,39,1
20,4,211968,15,10,4,10,3,4,0,0,0,15,39,0
33,6,295591,3,2,3,3,1,4,1,0,0,40,26,0
38,4,175360,0,6,4,10,1,4,1,0,2559,90,39,1
25,4,131463,9,13,2,10,0,4,1,0,0,40,39,0
63,6,181561,15,10,0,4,1,4,1,0,0,50,39,0
50,1,251585,9,13,0,4,1,4,1,0,0,55,39,1
23,0,145964,15,10,4,0,1,4,1,0,0,40,39,0
45,1,155659,15,10,2,10,0,4,1,0,0,40,39,1
71,0,287372,10,16,2,0,0,4,1,0,0,10,39,1
21,4,20728,11,9,4,12,3,4,0,4101,0,40,39,0
46,4,79874,9,13,2,4,0,4,1,0,0,53,39,1
18,0,284450,1,7,4,0,3,4,1,0,0,25,39,0
37,4,123211,11,9,2,8,0,4,1,0,0,44,39,1
32,2,29235,15,10,2,11,5,4,0,0,0,40,10,1
22,4,110946,15,10,4,8,1,4,0,0,0,40,39,0
24,4,293091,11,9,2,6,0,4,1,0,0,40,39,0
23,4,528616,4,3,2,8,0,4,1,0,0,40,26,0
33,4,155343,11,9,2,12,0,4,1,3103,0,40,39,1
40,4,175696,15,10,2,4,0,4,1,0,0,45,39,1
29,2,148182,11,9,2,14,0,2,1,0,0,40,39,0
37,4,254202,9,13,2,12,0,4,1,0,0,50,39,0
29,4,308944,11,9,3,3,1,4,1,0,0,40,39,0
23,7,56402,15,10,2,10,0,4,1,0,0,30,39,0
47,4,252079,9,13,2,7,0,4,1,7688,0,44,39,1
50,4,187465,1,7,0,12,1,4,0,0,0,40,39,0
51,5,213296,11,9,2,8,0,4,1,0,0,30,39,0
47,5,173783,9,13,2,12,0,4,1,15024,0,60,39,1
36,4,193855,11,9,2,3,0,4,1,0,0,40,39,0
60,6,224377,11,9,2,12,0,4,1,0,0,40,39,0
55,4,127014,11,9,2,8,0,4,1,0,0,60,39,0
26,4,202091,11,9,2,1,5,4,0,0,0,40,39,0
35,2,33975,9,13,2,10,0,4,1,0,0,40,39,1
54,4,93605,11,9,2,12,0,4,1,0,1848,40,39,1
61,4,181219,9,13,2,10,0,4,1,0,1848,40,39,1
22,4,141698,0,6,4,3,4,4,1,0,0,40,39,0
36,1,403489,12,14,2,10,0,4,1,0,0,45,39,1
25,4,200408,7,12,4,3,3,4,1,0,0,40,39,0
40,4,234633,15,10,4,3,1,4,1,0,0,40,39,0
50,4,123174,10,16,2,10,0,2,1,0,0,37,0,1
23,4,257683,9,13,4,10,3,4,1,0,0,40,39,0
20,0,41356,7,12,4,0,1,4,0,0,0,32,39,0
30,4,316606,9,13,2,8,5,4,0,0,0,40,39,0
37,5,190759,15,10,2,12,0,4,1,0,0,60,39,1
53,4,95540,15,10,0,1,4,4,0,1471,0,40,39,0
51,4,254230,15,10,2,4,0,4,1,0,0,40,39,1
66,0,182378,5,4,2,0,0,4,1,0,0,30,39,0
43,4,351576,9,13,4,12,1,4,1,0,0,50,39,1
41,1,83411,11,9,2,8,0,4,1,0,0,40,39,0
44,4,212894,14,15,0,10,1,4,1,0,0,55,39,1
49,4,199058,11,9,2,1,0,4,1,0,0,38,39,0
33,4,245378,0,6,2,7,0,4,1,0,0,40,39,0
39,4,204527,10,16,2,10,0,4,1,0,0,50,39,1
41,6,38876,8,11,2,5,0,4,1,0,0,60,39,0
45,4,98881,1,7,2,8,5,4,0,0,0,32,39,0
43,4,216697,15,10,2,11,0,3,1,0,0,32,39,0
43,4,193494,0,6,2,1,0,4,1,0,0,40,39,0
34,4,241885,11,9,2,14,0,4,1,0,0,45,39,0
20,4,247115,15,10,4,1,4,2,0,0,0,35,39,0
47,4,362835,9,13,2,12,0,4,1,0,0,60,39,1
38,4,168407,15,10,0,1,4,4,0,5721,0,44,39,0
18,5,38307,1,7,4,5,3,4,1,0,0,30,39,0
25,4,152035,11,9,4,1,4,4,0,0,0,40,39,0
17,4,132680,0,6,4,8,3,4,0,0,1602,10,39,0
41,4,277488,5,4,2,5,0,4,1,0,0,36,39,0
27,4,104457,9,13,4,7,1,1,1,0,0,40,0,0
45,7,36032,11,9,0,11,4,2,0,0,0,40,39,0
57,4,204751,15,10,2,3,0,4,1,0,0,40,39,1
24,4,280134,0,6,4,12,1,4,1,0,0,49,8,0
49,5,119565,12,14,2,12,0,4,1,0,0,40,39,1
52,4,174767,15,10,2,4,0,4,1,0,0,45,39,1
21,4,363192,8,11,4,8,3,4,0,0,0,40,39,0
69,4,168139,11,9,2,12,5,4,0,0,0,40,39,0
27,2,162404,11,9,4,11,1,2,1,2174,0,40,39,0
26,4,190650,9,13,4,1,3,1,1,0,0,40,36,0
56,4,156052,11,9,6,8,4,2,0,594,0,20,39,0
23,4,45713,15,10,4,3,2,4,1,0,0,40,39,0
50,4,400630,14,15,2,10,0,4,1,0,0,36,39,1
25,4,185942,12,14,4,10,3,4,0,0,0,40,39,1
23,4,235853,11,9,2,14,0,4,1,0,0,40,39,0
43,6,47261,15,10,2,5,0,4,1,0,0,50,39,0
28,4,110164,15,10,0,8,2,2,1,0,0,24,39,0
28,2,407672,9,13,4,10,1,4,0,0,0,40,39,0
19,4,118306,11,9,4,6,3,4,1,0,0,16,39,0
30,4,254905,11,9,2,7,0,4,1,0,0,40,39,0
44,4,223194,11,9,2,3,0,2,1,0,1485,40,14,0
36,4,469056,11,9,0,12,4,2,0,0,0,25,39,0
35,6,468713,11,9,2,4,0,4,1,0,0,40,39,0
35,4,287701,7,12,0,3,4,4,1,0,0,45,39,1
45,4,102147,8,11,0,4,1,4,1,0,0,40,39,1
42,4,155469,7,12,6,13,4,4,0,0,0,24,39,0
38,4,393945,8,11,0,13,1,4,0,0,0,36,39,0
62,4,96099,11,9,4,3,1,4,1,0,0,40,39,0
41,4,279297,11,9,4,12,1,2,0,0,0,60,39,0
31,7,33308,8,11,2,3,0,4,1,0,0,40,39,0
70,0,133536,11,9,2,0,0,4,1,0,0,28,39,0
34,0,177304,0,6,0,0,1,4,1,0,0,40,4,0
47,4,181307,15,10,2,12,0,4,1,99999,0,60,39,1
55,4,164332,11,9,5,8,1,4,0,0,0,16,39,0
31,4,184307,15,10,0,3,1,4,1,0,0,40,39,0
34,4,176711,11,9,4,1,3,4,1,0,0,40,39,0
43,4,48882,11,9,0,1,2,4,0,0,0,40,39,0
39,4,129764,11,9,2,3,0,4,1,0,0,40,39,0
37,4,262409,12,14,0,4,4,4,0,0,213,45,39,0
39,4,290922,12,14,4,10,3,4,0,0,0,40,39,0
22,4,184665,11,9,4,7,3,4,0,0,0,40,39,0
35,1,226916,9,13,6,1,1,4,1,0,0,40,39,1
51,2,153908,12,14,0,4,1,4,0,0,0,40,39,0
26,4,257910,15,10,4,8,1,4,1,0,0,60,39,0
21,4,219137,0,6,4,8,3,2,1,0,0,25,39,0
65,4,170012,9,13,2,1,0,4,1,0,0,34,39,0
24,4,399449,9,13,4,12,3,4,0,0,0,40,39,0
33,7,208785,15,10,5,10,1,4,1,10520,0,40,39,1
32,4,141490,8,11,0,4,4,4,0,0,0,50,39,0
22,4,333910,15,10,4,13,1,4,0,0,0,43,39,0
26,4,126829,15,10,4,12,1,4,1,0,0,40,39,0
41,5,299813,6,5,2,12,5,4,0,0,0,70,6,0
35,4,282951,9,13,2,4,0,4,1,0,0,70,39,0
20,7,39478,15,10,4,4,3,4,1,0,0,54,39,0
24,4,438839,9,13,4,12,1,4,1,0,0,40,39,0
17,4,266072,0,6,4,8,1,4,1,0,0,20,8,0
43,4,244172,11,9,5,14,4,4,1,0,0,40,26,0
29,4,118230,11,9,4,12,1,4,0,0,0,35,39,0
64,6,170421,15,10,6,3,1,4,0,0,0,8,39,0
28,4,215955,9,13,2,4,0,4,1,3103,0,40,39,1
22,4,141698,11,9,4,3,3,4,1,0,0,40,39,0
31,5,133861,8,11,0,12,1,4,1,0,0,40,39,0
23,0,211601,8,11,4,0,3,2,0,0,0,15,39,0
40,4,163342,11,9,4,1,1,4,0,0,0,70,39,0
36,4,139364,9,13,2,12,0,4,1,0,0,50,39,1
26,4,189219,7,12,4,1,1,4,0,0,0,8,39,0
50,1,111700,12,14,4,4,1,4,0,0,0,50,39,0
23,4,195411,11,9,4,1,4,2,0,0,0,40,39,0
44,4,191814,15,10,2,3,0,4,1,0,0,45,39,0
52,4,202071,11,9,6,3,3,4,0,0,0,40,39,0
21,0,149704,11,9,4,0,1,4,0,1055,0,40,39,0
18,4,107277,1,7,4,12,3,4,0,0,0,20,39,0
20,4,211049,15,10,4,4,3,4,0,0,0,30,39,0
57,5,180211,14,15,2,10,0,1,1,0,0,50,36,1
30,4,105908,11,9,2,3,0,4,1,0,0,40,39,0
46,4,185673,11,9,0,14,1,4,1,0,0,40,39,0
35,4,86648,14,15,2,10,0,4,1,7688,0,50,39,1
29,4,340534,11,9,4,1,1,4,0,0,0,44,39,0
41,4,149909,9,13,2,12,0,4,1,7688,0,50,39,1
24,0,376474,11,9,2,0,0,4,1,0,0,40,39,0
46,4,35136,0,6,0,1,3,2,1,0,0,40,39,0
38,4,102945,9,13,2,12,0,4,1,0,0,52,39,1
40,7,377018,9,13,2,10,0,4,1,0,0,60,39,1
48,4,193553,11,9,0,8,1,2,0,0,0,20,39,0
28,4,60772,9,13,4,4,3,4,0,0,0,45,39,0
35,4,27408,11,9,2,12,0,4,1,0,0,50,39,0
30,4,277314,11,9,5,7,1,2,1,0,0,40,39,0
37,4,227597,15,10,2,3,0,4,1,0,0,40,39,0
60,4,54800,11,9,2,8,5,4,0,0,0,40,39,0
29,4,112847,8,11,2,3,0,1,1,7298,0,32,39,1
51,4,162632,11,9,2,14,0,4,1,7298,0,60,39,1
36,4,218015,15,10,2,7,0,4,1,0,0,48,39,0
55,1,35723,12,14,2,4,0,4,1,0,0,60,39,1
31,4,1033222,9,13,4,1,1,4,1,8614,0,40,39,1
34,4,148226,11,9,4,7,4,2,0,0,0,48,39,0
44,4,267790,6,5,4,8,4,2,0,0,0,40,39,0
42,1,53727,11,9,2,14,0,4,1,0,0,40,0,0
70,6,36311,9,13,2,10,0,4,1,20051,0,35,39,1
36,4,68273,9,13,2,12,0,4,1,0,0,40,39,1
40,4,214242,11,9,2,7,0,4,1,0,0,50,39,0
28,4,186792,9,13,2,1,0,4,1,0,0,40,39,0
44,4,206686,15,10,0,1,4,4,0,0,0,40,39,0
22,4,256504,9,13,4,1,3,4,0,0,0,40,39,0
37,4,130277,4,3,5,8,4,4,0,0,0,40,39,0
20,4,162688,11,9,4,6,3,4,1,0,0,38,39,0
46,4,116952,5,4,2,10,5,4,0,0,0,45,39,0
21,4,238917,4,3,2,8,0,4,1,0,0,40,26,0
33,4,245659,15,10,5,8,4,4,0,0,0,38,8,0
32,4,200323,14,15,4,10,1,4,1,0,0,60,39,0
53,6,168539,6,5,2,5,0,4,1,0,0,70,39,0
45,4,34127,9,13,2,10,0,4,1,0,0,50,39,1
55,4,208019,4,3,2,7,0,4,1,0,0,40,26,0
56,6,403072,15,10,2,3,0,4,1,0,0,50,39,1
63,4,213945,9,13,2,12,0,4,1,15024,0,40,20,1
45,7,320818,15,10,3,8,2,2,1,0,0,40,14,0
25,4,306908,9,13,2,10,0,4,1,0,0,45,39,1
30,4,187560,9,13,4,12,1,4,1,0,0,40,39,0
36,1,54159,9,13,2,4,0,4,1,0,0,45,39,0
42,4,274198,4,3,2,7,5,4,0,0,0,38,26,0
30,4,155343,11,9,2,3,0,4,1,5013,0,40,39,0
39,4,100669,15,10,2,3,3,1,1,0,0,40,39,0
37,4,138940,1,7,2,3,0,4,1,0,0,40,39,0
31,4,101697,8,11,2,10,5,4,0,0,0,40,39,0
38,4,204527,11,9,2,3,0,4,1,0,0,50,39,0
58,4,203735,11,9,0,4,4,4,0,0,0,40,39,0
18,4,236272,11,9,4,1,3,4,0,0,0,35,39,0
30,4,270889,15,10,2,1,0,4,1,0,0,40,39,1
32,4,95885,1,7,4,3,1,0,1,13550,0,60,39,1
17,4,73145,6,5,4,3,3,4,0,0,0,16,39,0
36,4,175643,11,9,2,3,0,4,1,0,0,35,39,0
42,4,192381,11,9,2,3,0,4,1,0,0,40,39,1
47,6,330416,15,10,4,5,1,4,1,0,0,60,39,0
60,4,116230,5,4,2,3,0,4,1,0,0,40,39,0
46,2,65535,9,13,2,4,0,4,1,0,0,48,39,1
30,4,79712,9,13,2,10,0,3,1,0,0,40,39,0
48,6,107231,9,13,2,4,0,4,1,99999,0,50,39,1
28,4,70240,11,9,3,8,1,1,0,0,0,40,30,0
25,4,133373,11,9,5,3,1,4,1,0,0,40,39,0
31,4,87560,15,10,4,7,1,4,0,0,0,50,39,0
64,4,165020,1,7,2,3,0,4,1,0,0,48,39,0
35,4,48779,11,9,2,5,0,4,1,0,0,35,39,0
58,4,137506,11,9,2,7,0,4,1,0,0,40,39,0
34,4,29235,7,12,0,10,1,4,0,0,0,40,39,0
25,4,122756,1,7,5,7,1,2,1,0,0,35,39,0
23,4,440456,9,13,4,8,1,4,1,0,0,40,39,0
46,4,215943,11,9,0,10,4,4,0,0,0,40,39,0
47,4,304857,12,14,5,13,1,4,1,27828,0,40,39,1
33,4,250782,11,9,2,7,0,4,1,0,0,48,39,0
36,4,182074,11,9,4,6,3,4,1,0,0,40,39,0
44,4,277647,11,9,2,12,0,4,1,0,1902,40,39,1
17,4,226980,2,8,4,6,3,4,1,0,0,17,39,0
51,4,311350,9,13,2,4,0,4,1,0,0,40,39,1
58,2,98361,11,9,2,4,0,4,1,0,0,50,39,0
19,4,283945,0,6,4,6,2,4,1,0,1602,45,39,0
37,4,526968,12,14,4,10,1,4,0,0,0,38,39,1
22,4,117606,9,13,4,1,3,4,0,0,0,25,39,0
21,4,259510,11,9,4,6,3,4,1,0,0,36,39,0
27,4,277760,11,9,0,4,4,4,0,0,0,40,39,0
55,4,163083,12,14,2,10,0,4,1,0,0,40,39,1
19,7,261422,15,10,4,10,3,4,1,0,0,40,39,0
30,4,206322,11,9,2,14,0,4,1,0,0,73,39,1
60,6,137733,9,13,2,5,0,4,1,0,0,50,39,0
41,6,226505,11,9,0,8,4,4,0,0,0,40,39,0
25,4,632834,11,9,4,3,3,2,1,0,0,40,39,0
41,4,206878,11,9,0,8,4,4,0,0,0,32,39,0
32,4,101709,9,13,2,10,0,1,1,0,0,40,39,1
32,4,227669,15,10,4,7,3,2,0,0,0,40,39,0
21,4,104981,15,10,4,10,3,4,1,0,0,48,39,0
55,2,159028,11,9,2,14,0,4,1,0,0,40,39,0
26,4,202203,4,3,4,1,3,4,0,0,0,40,26,0
48,4,196107,11,9,0,1,1,4,0,0,0,30,39,0
49,4,129513,12,14,2,12,0,4,1,0,0,45,39,0
32,4,94041,8,11,4,3,1,4,1,0,0,44,21,0
28,4,226891,15,10,4,1,4,1,0,0,0,30,0,0
42,4,56483,7,12,0,1,4,4,0,0,0,40,39,0
43,4,154210,11,9,2,8,0,1,1,2829,0,60,3,0
23,4,27776,8,11,4,7,1,4,1,0,0,40,39,0
51,4,61270,11,9,2,6,0,4,1,0,0,40,39,1
58,5,143266,9,13,2,10,0,4,1,0,0,40,39,0
35,4,161637,10,16,2,10,0,1,1,0,1902,40,36,1
36,5,242080,14,15,2,10,0,4,1,0,0,80,39,1
18,4,79443,1,7,4,8,3,4,1,0,0,8,39,0
84,0,368925,4,3,6,0,1,4,1,0,0,15,39,0
46,1,219967,9,13,2,4,0,4,1,0,0,40,39,1
35,4,100375,15,10,3,5,3,4,1,0,0,40,39,0
36,4,180150,2,8,0,6,1,4,1,0,0,40,39,0
20,4,94364,15,10,4,10,1,3,0,0,0,20,39,0
29,4,138537,8,11,2,3,0,1,1,0,0,40,25,0
59,4,277034,11,9,0,13,4,4,1,0,0,60,39,1
73,4,173047,9,13,2,10,0,4,1,0,0,15,39,0
33,4,222221,11,9,2,4,0,4,1,7298,0,45,39,1
44,4,210648,9,13,2,13,0,4,1,0,0,40,39,1
31,4,157886,15,10,2,8,5,4,0,0,0,40,39,0
42,4,185145,15,10,2,14,0,4,1,0,0,57,39,0
60,4,338345,11,9,2,3,0,4,1,0,0,45,39,1
45,1,71823,15,10,2,1,0,2,1,0,0,20,39,0
20,4,227778,15,10,4,12,1,4,0,0,0,56,39,0
36,4,162256,11,9,0,4,4,4,0,0,0,40,39,0
34,4,177596,8,11,2,4,5,4,0,0,0,40,33,1
19,4,196857,15,10,4,12,3,4,0,0,0,20,39,0
